Cmdline: /data/bin/simpleperf record -p 19357 -o /sdcard/perf_19357.data --duration 360
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 754961
Event count: 347477464523

Children  Self   Command          Pid    Tid    Shared Object                                                                         Symbol
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libart.so                                                               art::InternTable::Table::Find(art::ObjPtr<art::mirror::String>)
0.00%     0.00%  HeapTaskDaemon   19357  19368  [kernel.kallsyms]                                                                     __vma_adjust
0.00%     0.00%  TaskSchedulerSe  19357  19871  [kernel.kallsyms]                                                                     __fdget_pos
0.00%     0.00%  Thread-59        19357  21208  [kernel.kallsyms]                                                                     submit_bio
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-core-oj.oat                                              java.lang.String.doReplace [DEDUPED]
0.00%     0.00%  HeapTaskDaemon   19357  19368  [kernel.kallsyms]                                                                     do_mem_abort
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libnativehelper.so                                                      jniSetFileDescriptorOfFD
0.00%     0.00%  bd_tracker_n     19357  19524  [kernel.kallsyms]                                                                     _raw_spin_unlock_irq
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+35c4c0]
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libicuuc.so                                                             utext_openConstUnicodeString_60
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     pfk_is_ext4_type
0.00%     0.00%  work_thread      19357  19431  /system/lib64/libsqlite.so                                                            sqlite3FindFunction
0.00%     0.00%  RxSchedulerPurg  19357  19801  /system/framework/arm64/boot-core-oj.oat                                              java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.signal
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     ufs_qcom_pm_qos_req_start
0.00%     0.00%  Thread-59        19357  21221  [kernel.kallsyms]                                                                     jbd2_journal_grab_journal_head
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-core-oj.oat                                              java.lang.String.regionMatches
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-core-oj.oat                                              java.io.UnixFileSystem.checkAccess
0.00%     0.00%  Thread-59        19357  21221  [kernel.kallsyms]                                                                     avc_lookup
0.00%     0.00%  Thread-59        19357  21196  [kernel.kallsyms]                                                                     __radix_tree_preload
0.00%     0.00%  Thread-59        19357  20290  /system/lib64/libjavacore.so                                                          @plt
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-core-oj.oat                                              java.util.regex.Matcher.findNextImpl [DEDUPED]
0.00%     0.00%  HeapTaskDaemon   19357  19368  [kernel.kallsyms]                                                                     syscall_trace_exit
0.00%     0.00%  Binder:19357_5   19357  19661  [kernel.kallsyms]                                                                     fpsimd_restore_current_state
0.00%     0.00%  Thread-59        19357  21215  [kernel.kallsyms]                                                                     start_this_handle
0.00%     0.00%  Thread-59        19357  21220  [kernel.kallsyms]                                                                     iov_iter_npages
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-core-libart.oat                                          dalvik.system.VMRuntime.setTargetSdkVersionNative [DEDUPED]
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+46cc2c]
