Cmdline: /data/bin/simpleperf record -p 19357 -o /sdcard/perf_19357.data --duration 360
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 754961
Event count: 347477464523

Children  Self   Command          Pid    Tid    Shared Object                                                                         Symbol
0.00%     0.00%  Thread-59        19357  20290  /system/framework/arm64/boot-core-oj.oat                                              sun.misc.Cleaner.add
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-core-oj.oat                                              java.util.ArrayList.remove
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+47f85c]
0.00%     0.00%  Thread-59        19357  21208  [vdso]                                                                                [vdso][+31c]
0.00%     0.00%  Thread-59        19357  20290  /system/lib64/libart.so                                                               art::ClassTable::Lookup(char const*, unsigned long)
0.00%     0.00%  Thread-59        19357  21212  [kernel.kallsyms]                                                                     ufshcd_queuecommand
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+2f15f0]
0.00%     0.00%  Thread-59        19357  21200  [kernel.kallsyms]                                                                     __block_commit_write.isra.37
0.00%     0.00%  Thread-59        19357  21217  /system/lib64/libc.so                                                                 write
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+48b4d0]
0.00%     0.00%  Thread-59        19357  21197  [kernel.kallsyms]                                                                     clear_page_dirty_for_io
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              SkClipStack::~SkClipStack()
0.00%     0.00%  Thread-59        19357  20290  /system/lib64/libart.so                                                               art_quick_invoke_stub
0.00%     0.00%  Thread-59        19357  21197  [kernel.kallsyms]                                                                     wait_for_stable_page
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     avc_has_perm_flags
0.00%     0.00%  work_thread      19357  19431  /system/lib64/libz.so                                                                 deflate_slow
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+3504c8]
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     do_futex
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libicuuc.so                                                             ucnv_getToUCallBack_60
0.00%     0.00%  Thread-59        19357  21214  [kernel.kallsyms]                                                                     ext4_writepages
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     do_swap_page
0.00%     0.00%  Thread-59        19357  21210  [kernel.kallsyms]                                                                     fpsimd_load_state
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+34ff6c]
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     lockref_get_not_dead
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libicuuc.so                                                             icu_60::UnicodeSet::ensureBufferCapacity(int, UErrorCode&)
0.00%     0.00%  Thread-59        19357  21196  [kernel.kallsyms]                                                                     __check_object_size
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+49108c]
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     radix_tree_lookup
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libicui18n.so                                                           icu_60::RegexPattern::init()
0.00%     0.00%  work_thread      19357  19431  /system/lib64/libc.so                                                                 fgets_unlocked
0.00%     0.00%  Thread-12        19357  19499  /system/framework/arm64/boot-core-oj.oat                                              java.lang.Thread.sleep
0.00%     0.00%  tutu.ABenchMark  19357  19357  [vdso]                                                                                [vdso][+474]
0.00%     0.00%  HeapTaskDaemon   19357  19368  /system/lib64/libart.so                                                               art::gc::collector::ConcurrentCopying::FinishPhase()
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libpiex.so                                                              piex::IsRaw(piex::StreamInterface*)
0.00%     0.00%  Thread-59        19357  21201  [kernel.kallsyms]                                                                     node_dirty_ok
0.00%     0.00%  Thread-59        19357  21221  [kernel.kallsyms]                                                                     __fdget_pos
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.content.res.ResourcesImpl.loadDrawable
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     kernfs_fop_read
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+350134]
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+46a008]
0.00%     0.00%  RenderThread     19357  19825  [vdso]                                                                                [vdso][+434]
0.00%     0.00%  Thread-59        19357  21216  [kernel.kallsyms]                                                                     __schedule
0.00%     0.00%  Thread-59        19357  21211  [kernel.kallsyms]                                                                     kmem_cache_free
0.00%     0.00%  Thread-59        19357  21221  [kernel.kallsyms]                                                                     ext4_llseek
0.00%     0.00%  Thread-59        19357  21194  [kernel.kallsyms]                                                                     rb_next
0.00%     0.00%  Thread-59        19357  21200  [kernel.kallsyms]                                                                     _raw_spin_lock_irqsave
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libicuuc.so                                                             ucnv_toUnicode_60
0.00%     0.00%  NetWorkSender    19357  19433  /system/framework/arm64/boot-core-oj.oat                                              java.lang.StringBuilder.append
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     locks_remove_file
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libEGL.so                                                               android::egl_object_t::get(android::egl_display_t const*, android::egl_object_t*)
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     module_put
0.00%     0.00%  work_thread      19357  19431  [kernel.kallsyms]                                                                     put_dec_trunc8
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     __mnt_want_write
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     sys_getsockopt
0.00%     0.00%  Thread-59        19357  21208  [kernel.kallsyms]                                                                     generic_make_request_checks
0.00%     0.00%  Thread-59        19357  21218  [kernel.kallsyms]                                                                     start_this_handle
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     __lru_cache_add_active_or_unevictable
0.00%     0.00%  Thread-59        19357  21208  [kernel.kallsyms]                                                                     el0_sys
0.00%     0.00%  Thread-59        19357  21215  [kernel.kallsyms]                                                                     avc_lookup
0.00%     0.00%  Thread-59        19357  21194  [kernel.kallsyms]                                                                     ext4_bio_write_page
0.00%     0.00%  Thread-59        19357  21221  [kernel.kallsyms]                                                                     start_this_handle
0.00%     0.00%  Thread-59        19357  21198  [kernel.kallsyms]                                                                     ext4_writepages
0.00%     0.00%  Thread-59        19357  21116  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   @plt
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+5de8c0]
0.00%     0.00%  Thread-59        19357  21205  [kernel.kallsyms]                                                                     scsi_request_fn
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     put_vma
0.00%     0.00%  work_thread      19357  19431  [kernel.kallsyms]                                                                     sys_read
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     sys_faccessat
0.00%     0.00%  Thread-59        19357  21201  [kernel.kallsyms]                                                                     add_to_page_cache_lru
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     a6xx_oob_clear
0.00%     0.00%  Thread-59        19357  21194  [kernel.kallsyms]                                                                     start_this_handle
0.00%     0.00%  Thread-59        19357  21200  [kernel.kallsyms]                                                                     ext4_da_write_end
0.00%     0.00%  Thread-59        19357  21197  [kernel.kallsyms]                                                                     memblock_is_map_memory
0.00%     0.00%  tutu.ABenchMark  19357  19357  [vdso]                                                                                [vdso][+394]
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              SkTArray<sk_sp<GrRenderTargetContext>, false>::~SkTArray()
0.00%     0.00%  Thread-59        19357  21214  [kernel.kallsyms]                                                                     cntvct_read_handler
0.00%     0.00%  Thread-59        19357  21201  [kernel.kallsyms]                                                                     __es_tree_search
0.00%     0.00%  Thread-59        19357  21218  [kernel.kallsyms]                                                                     drop_buffers
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     kgsl_drawobj_cmd_add_memlist
0.00%     0.00%  HeapTaskDaemon   19357  19368  [kernel.kallsyms]                                                                     do_swap_page
0.00%     0.00%  Thread-59        19357  21194  [kernel.kallsyms]                                                                     dec_node_page_state
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libc.so                                                                 __read_chk
0.00%     0.00%  Thread-59        19357  21200  [kernel.kallsyms]                                                                     generic_perform_write
0.00%     0.00%  Thread-59        19357  21200  [kernel.kallsyms]                                                                     __check_object_size
0.00%     0.00%  work_thread      19357  19431  [kernel.kallsyms]                                                                     inode_permission2
0.00%     0.00%  Thread-59        19357  21200  [kernel.kallsyms]                                                                     add_to_page_cache_lru
0.00%     0.00%  work_thread      19357  19431  /system/lib64/libart.so                                                               art::InvokeWithJValues(art::ScopedObjectAccessAlreadyRunnable const&, _jobject*, _jmethodID*, jvalue*)
0.00%     0.00%  Thread-59        19357  21195  [kernel.kallsyms]                                                                     __block_commit_write.isra.37
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+3532c0]
0.00%     0.00%  TaskSchedulerSe  19357  19871  /system/app/WebViewGoogle/WebViewGoogle.apk                                           WebViewGoogle.apk[+2f8f68]
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+46d14c]
0.00%     0.00%  Thread-59        19357  21194  [kernel.kallsyms]                                                                     ext4_claim_free_clusters
0.00%     0.00%  Thread-59        19357  20290  /system/framework/arm64/boot-core-oj.oat                                              java.io.UnixFileSystem.normalize
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     __wake_up_bit
0.00%     0.00%  Thread-59        19357  20290  /system/framework/arm64/boot-core-oj.oat                                              java.nio.charset.CharsetDecoder.decode
0.00%     0.00%  HeapTaskDaemon   19357  19368  [kernel.kallsyms]                                                                     __rcu_read_unlock
0.00%     0.00%  Thread-59        19357  21195  [kernel.kallsyms]                                                                     __find_get_block
0.00%     0.00%  Thread-59        19357  21221  [kernel.kallsyms]                                                                     iov_iter_get_pages
0.00%     0.00%  Thread-59        19357  21127  [kernel.kallsyms]                                                                     vma_interval_tree_iter_next
0.00%     0.00%  Thread-59        19357  21201  [kernel.kallsyms]                                                                     find_get_entry
0.00%     0.00%  work_thread      19357  19431  /system/lib64/libandroidfw.so                                                         android::LoadedPackage::GetEntryFromOffset(android::ResTable_type const*, unsigned int)
0.00%     0.00%  Thread-59        19357  21219  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   @plt
0.00%     0.00%  Thread-59        19357  20290  /system/lib64/libart.so                                                               art::mirror::PrimitiveArray<signed char>* art::JNI::DecodeAndCheckArrayType<_jbyteArray*, signed char, art::mirror::PrimitiveArray<signed char> >(art::ScopedObjectAccess&, _jbyteArray*, char const*, char const*)
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+34f000]
0.00%     0.00%  work_thread      19357  19431  /system/framework/arm64/boot-core-oj.oat                                              java.util.Formatter$FormatSpecifierParser.<init>
0.00%     0.00%  Thread-59        19357  21207  /system/lib64/libc.so                                                                 lseek
0.00%     0.00%  Thread-59        19357  21199  [kernel.kallsyms]                                                                     unlock_page
0.00%     0.00%  Thread-59        19357  21215  [kernel.kallsyms]                                                                     submit_bio_wait
0.00%     0.00%  Thread-59        19357  21197  [kernel.kallsyms]                                                                     __check_object_size
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-core-libart.oat                                          java.nio.charset.CharsetDecoderICU.implFlush
0.00%     0.00%  NetWorkSender    19357  19433  [kernel.kallsyms]                                                                     lz4_decompress_unknownoutputsize
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+3ca700]
0.00%     0.00%  Thread-59        19357  21216  [kernel.kallsyms]                                                                     drop_buffers
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libart.so                                                               _jstring* art::JNIEnvExt::AddLocalReference<_jstring*>(art::ObjPtr<art::mirror::Object>)
0.00%     0.00%  Thread-59        19357  21194  [kernel.kallsyms]                                                                     __ext4_handle_dirty_metadata
0.00%     0.00%  work_thread      19357  19431  /system/framework/arm64/boot-core-libart.oat                                          java.lang.StringFactory.newStringFromChars
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     inc_node_state
0.00%     0.00%  OkHttp Connecti  19357  19475  [kernel.kallsyms]                                                                     security_compute_sid.part.15
0.00%     0.00%  Thread-59        19357  21197  [kernel.kallsyms]                                                                     pagecache_get_page
0.00%     0.00%  Thread-59        19357  21199  [kernel.kallsyms]                                                                     ext4_da_write_end
0.00%     0.00%  Thread-59        19357  21207  [kernel.kallsyms]                                                                     blk_rq_init
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     __mutex_init
0.00%     0.00%  Thread-59        19357  21218  [kernel.kallsyms]                                                                     release_pages
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libhwui.so                                                              libhwui.so[+353200]
0.00%     0.00%  Thread-59        19357  21206  [kernel.kallsyms]                                                                     __rcu_read_unlock
0.00%     0.00%  Thread-59        19357  21199  [kernel.kallsyms]                                                                     __mark_inode_dirty
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+2f3768]
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libbinder.so                                                            int android::Parcel::readAligned<int>(int*) const
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+3505a0]
0.00%     0.00%  Thread-59        19357  21201  [kernel.kallsyms]                                                                     add_transaction_credits
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libicuuc.so                                                             icu_60::UVector64::expandCapacity(int, UErrorCode&)
0.00%     0.00%  Thread-59        19357  21214  [kernel.kallsyms]                                                                     security_task_setioprio
0.00%     0.00%  Thread-59        19357  21198  [kernel.kallsyms]                                                                     dec_zone_page_state
0.00%     0.00%  tutu.ABenchMark  19357  19357  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/oat/arm64/base.odex          com.antutu.commonutil.notification.NotificationUtil.a
0.00%     0.00%  Thread-59        19357  21217  [kernel.kallsyms]                                                                     __secure_computing
0.00%     0.00%  Thread-59        19357  21208  [kernel.kallsyms]                                                                     __percpu_counter_add
0.00%     0.00%  Thread-59        19357  21196  [kernel.kallsyms]                                                                     ext4_claim_free_clusters
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     put_pid
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     security_inode_notifysecctx
0.00%     0.00%  Thread-59        19357  21221  [kernel.kallsyms]                                                                     memset
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+350138]
0.00%     0.00%  Thread-59        19357  21218  [kernel.kallsyms]                                                                     __wake_up_bit
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     __next_zones_zonelist
0.00%     0.00%  Thread-59        19357  21210  [kernel.kallsyms]                                                                     generic_make_request_checks
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-core-oj.oat                                              java.nio.charset.CharsetDecoder.<init>
0.00%     0.00%  ReferenceQueueD  19357  19365  /system/lib64/libc.so                                                                 free
0.00%     0.00%  work_thread      19357  19431  /system/framework/arm64/boot-core-oj.oat                                              java.util.Formatter$FormatSpecifier.conversion
0.00%     0.00%  Thread-59        19357  21201  [kernel.kallsyms]                                                                     allocate_slab
0.00%     0.00%  work_thread      19357  19431  [kernel.kallsyms]                                                                     __es_insert_extent
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     ns_to_timespec
0.00%     0.00%  Thread-59        19357  21201  [kernel.kallsyms]                                                                     jbd2_journal_dirty_metadata
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     blk_rq_merge_ok
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+4651d8]
0.00%     0.00%  Thread-59        19357  21206  [vdso]                                                                                [vdso][+2d0]
0.00%     0.00%  Thread-59        19357  21220  [kernel.kallsyms]                                                                     release_pages
0.00%     0.00%  Thread-59        19357  21217  [kernel.kallsyms]                                                                     __lock_text_start
0.00%     0.00%  tutu.ABenchMark  19357  19357  [vdso]                                                                                [vdso][+4a0]
0.00%     0.00%  Thread-59        19357  21208  /system/lib64/libc.so                                                                 read
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-core-oj.oat                                              java.nio.charset.Charset.defaultCharset
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     fpsimd_load_state
0.00%     0.00%  bd_tracker_n     19357  19524  /system/lib64/libsqlite.so                                                            sqlite3VdbeExec
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     ufshcd_prepare_crypto_utrd
0.00%     0.00%  Thread-59        19357  21194  [kernel.kallsyms]                                                                     ext4_dirty_inode
0.00%     0.00%  Thread-59        19357  21208  [kernel.kallsyms]                                                                     ufshcd_compose_upiu
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     kernfs_dop_revalidate
0.00%     0.00%  Thread-59        19357  21198  [kernel.kallsyms]                                                                     test_and_set_bit
0.00%     0.00%  Thread-59        19357  21199  [kernel.kallsyms]                                                                     __es_insert_extent
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              android::uirenderer::renderthread::CanvasContext::waitOnFences()
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     pte_map_lock.isra.105
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libutils.so                                                             android::VectorImpl::VectorImpl(android::VectorImpl const&)
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libicuuc.so                                                             ucstrTextClose(UText*)
0.00%     0.00%  Thread-59        19357  21196  [kernel.kallsyms]                                                                     rb_next
0.00%     0.00%  work_thread      19357  19431  [kernel.kallsyms]                                                                     __pi___inval_cache_range
0.00%     0.00%  Binder:19357_4   19357  19464  /system/lib64/libart.so                                                               art::InternTable::LookupStrong(art::Thread*, unsigned int, char const*)
0.00%     0.00%  work_thread      19357  19431  [kernel.kallsyms]                                                                     d_alloc_parallel
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+413d80]
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libart.so                                                               art::JNI::GetCharArrayRegion(_JNIEnv*, _jcharArray*, int, int, unsigned short*)
0.00%     0.00%  Thread-59        19357  21194  [kernel.kallsyms]                                                                     clear_page_dirty_for_io
0.00%     0.00%  Thread-59        19357  21195  [kernel.kallsyms]                                                                     balance_dirty_pages_ratelimited
0.00%     0.00%  Thread-59        19357  21195  [kernel.kallsyms]                                                                     dec_zone_page_state
0.00%     0.00%  Thread-59        19357  20290  /system/lib64/libicui18n.so                                                           icu_60::RegexCompile::matchStartType()
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     selinux_inode_follow_link
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libicuuc.so                                                             icu_60::UVector::UVector(UErrorCode&)
0.00%     0.00%  Thread-59        19357  21219  [kernel.kallsyms]                                                                     ext4_es_lookup_extent
0.00%     0.00%  Thread-59        19357  21215  [kernel.kallsyms]                                                                     ext4_dio_get_block_unwritten_sync
0.00%     0.00%  work_thread      19357  19431  [kernel.kallsyms]                                                                     __ext4_new_inode
0.00%     0.00%  work_thread      19357  19431  /system/lib64/libsqlite.so                                                            sqlite3InitOne
0.00%     0.00%  Thread-59        19357  21201  [kernel.kallsyms]                                                                     _raw_read_unlock
0.00%     0.00%  tutu.ABenchMark  19357  19357  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/oat/arm64/base.odex          BakerReadBarrierThunkGcRoot_r2
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     fix_fullness_group
0.00%     0.00%  Thread-59        19357  21197  [kernel.kallsyms]                                                                     balance_dirty_pages_ratelimited
0.00%     0.00%  Binder:19357_4   19357  19464  /system/lib64/libbinder.so                                                            android::IPCThreadState::freeBuffer(android::Parcel*, unsigned char const*, unsigned long, unsigned long long const*, unsigned long, void*)
0.00%     0.00%  Thread-59        19357  21200  [kernel.kallsyms]                                                                     alloc_page_buffers
0.00%     0.00%  work_thread      19357  19431  [kernel.kallsyms]                                                                     ext4_orphan_add
0.00%     0.00%  work_thread      19357  19431  /system/framework/arm64/boot-core-oj.oat                                              java.util.Formatter$Flags.contains
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     d_alloc_pseudo
0.00%     0.00%  Thread-59        19357  21200  [kernel.kallsyms]                                                                     dec_zone_page_state
0.00%     0.00%  Thread-59        19357  21211  [kernel.kallsyms]                                                                     ufshcd_queuecommand
0.00%     0.00%  Thread-59        19357  21214  [kernel.kallsyms]                                                                     jbd2_journal_try_to_free_buffers
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     do_swap_page
0.00%     0.00%  Thread-59        19357  21198  [kernel.kallsyms]                                                                     __es_tree_search
0.00%     0.00%  Thread-59        19357  21194  [kernel.kallsyms]                                                                     iov_iter_advance
0.00%     0.00%  Thread-59        19357  21216  [kernel.kallsyms]                                                                     blk_update_request
0.00%     0.00%  Thread-59        19357  21208  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   @plt
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     filp_close
0.00%     0.00%  Thread-59        19357  21201  [kernel.kallsyms]                                                                     inc_node_page_state
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     kick_process
0.00%     0.00%  work_thread      19357  19431  /system/lib64/libsqlite.so                                                            setupLookaside
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libicui18n.so                                                           icu_60::RegexMatcher::findUsingChunk(UErrorCode&)
0.00%     0.00%  Thread-59        19357  20290  /system/lib64/libicui18n.so                                                           icu_60::RegexCompile::minMatchLength(int, int)
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 EsxContext::StoreBin(EsxBinData const*, EsxRenderingLayout const*, EsxRenderBucket*, unsigned int, unsigned int, unsigned int, int, EsxRenderMode, int)
0.00%     0.00%  Thread-59        19357  20290  /system/framework/arm64/boot-core-libart.oat                                          libcore.io.BlockGuardOs.read
0.00%     0.00%  tutu.ABenchMark  19357  19357  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/oat/arm64/base.odex          androidx.constraintlayout.solver.widgets.ConstraintWidget.a
0.00%     0.00%  Thread-59        19357  21216  /system/lib64/libc.so                                                                 write
0.00%     0.00%  Thread-59        19357  20290  /system/lib64/libicui18n.so                                                           @plt
0.00%     0.00%  work_thread      19357  19431  /system/lib64/libsqlite.so                                                            growOpArray
0.00%     0.00%  Thread-59        19357  21217  [kernel.kallsyms]                                                                     memset
0.00%     0.00%  Thread-59        19357  21196  [kernel.kallsyms]                                                                     find_get_pages
0.00%     0.00%  Thread-59        19357  21219  [kernel.kallsyms]                                                                     part_round_stats
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     __pi___dma_map_area
0.00%     0.00%  Thread-55        19357  20219  [kernel.kallsyms]                                                                     lz4_decompress_unknownoutputsize
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     __pi_strnlen
0.00%     0.00%  Thread-59        19357  21218  /system/lib64/libc.so                                                                 rand
0.00%     0.00%  Thread-59        19357  21206  [vdso]                                                                                [vdso][+31c]
0.00%     0.00%  Thread-59        19357  21214  [kernel.kallsyms]                                                                     ext4_data_block_valid
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     zram_rw_page
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     test_and_clear_bit
0.00%     0.00%  Thread-59        19357  21208  [kernel.kallsyms]                                                                     generic_file_read_iter
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     kernfs_iop_getattr
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     task_work_run
0.00%     0.00%  Thread-59        19357  21199  [kernel.kallsyms]                                                                     __percpu_counter_add
0.00%     0.00%  Thread-59        19357  21220  [kernel.kallsyms]                                                                     __rcu_read_unlock
0.00%     0.00%  Thread-59        19357  21250  [kernel.kallsyms]                                                                     _raw_read_lock
0.00%     0.00%  Thread-59        19357  21201  [kernel.kallsyms]                                                                     dec_zone_page_state
0.00%     0.00%  Thread-59        19357  21198  [kernel.kallsyms]                                                                     ext4_da_get_block_prep
0.00%     0.00%  bd_tracker_n     19357  19524  /system/lib64/libart.so                                                               art_quick_indexof
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+49d0c0]
0.00%     0.00%  tutu.ABenchMark  19357  19357  [vdso]                                                                                [vdso][+464]
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     flex_array_get_ptr
0.00%     0.00%  Binder:19357_4   19357  19464  /system/framework/arm64/boot-framework.oat                                            android.os.Binder.execTransact
0.00%     0.00%  queued-work-loo  19357  19440  [kernel.kallsyms]                                                                     ext4_writepages
0.00%     0.00%  HeapTaskDaemon   19357  19368  [kernel.kallsyms]                                                                     down_read
0.00%     0.00%  Thread-59        19357  21215  [kernel.kallsyms]                                                                     __slab_free.isra.69
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libicuuc.so                                                             icu_60::UVector::UVector(void (*)(void*), signed char (*)(UElement, UElement), int, UErrorCode&)
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libc.so                                                                 faccessat
0.00%     0.00%  Thread-59        19357  21248  [kernel.kallsyms]                                                                     do_anonymous_page
0.00%     0.00%  Thread-59        19357  21220  [vdso]                                                                                [vdso][+31c]
0.00%     0.00%  HeapTaskDaemon   19357  19368  [kernel.kallsyms]                                                                     try_to_free_swap
0.00%     0.00%  Thread-59        19357  21248  [kernel.kallsyms]                                                                     get_vma
0.00%     0.00%  work_thread      19357  19431  [kernel.kallsyms]                                                                     avtab_search_node
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+34ce84]
0.00%     0.00%  Thread-59        19357  21214  [vdso]                                                                                [vdso][+31c]
0.00%     0.00%  Thread-59        19357  21205  [kernel.kallsyms]                                                                     sys_read
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     blk_attempt_plug_merge
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-core-oj.oat                                              java.io.FileInputStream.available
0.00%     0.00%  HeapTaskDaemon   19357  19368  [kernel.kallsyms]                                                                     vmacache_find
0.00%     0.00%  tutu.ABenchMark  19357  19357  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/oat/arm64/base.odex          daozi-b.pj2.a
